id,t,bin_0,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28,bin_29,bin_30,bin_31,bin_32,bin_33,bin_34,bin_35,bin_36,bin_37,bin_38,bin_39,bin_40,bin_41,bin_42,bin_43,bin_44,bin_45,bin_46,bin_47,bin_48,bin_49,bin_50,bin_51,bin_52,bin_53,bin_54,bin_55,bin_56,bin_57,bin_58,bin_59
0,2011-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020833333333333402,0.0052083333333333,0.014583333333333379,0.07708333333333292,0.18229166666666727,0.18854166666666736,0.14374999999999924,0.13645833333333382,0.10833333333333277,0.094791666666667,0.04687500000000016
0,2011-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00182815356489944,0.018281535648994478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01462522851919566,0.034734917733089385,0.14990859232175557,0.22303473491773382,0.190127970749542,0.1700182815356496,0.14990859232175424,0.0475319926873859,0.0
0,2011-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095744680851064,0.007446808510638241,0.01808510638297878,0.04148936170212742,0.13936170212766005,0.21063829787234117,0.1617021276595736,0.16170212765957506,0.15744680851063747,0.09148936170212799,0.00106382978723404
0,2011-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00564971751412428,0.0,0.02259887005649714,0.01694915254237286,0.01129943502824856,0.8644067796610162,0.07909604519774041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2011-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032726082687902,0.0033816952110832404,0.000109086942293,0.000218173884586,0.000109086942293,0.000218173884586,0.00032726082687902,0.000218173884586,0.000109086942293,0.00054543471146502,0.00239991273044616,0.00523617323006436,0.02192647540089438,0.00774517290280356,0.01178138976764474,0.02988982218828416,0.13264972182829765,0.20671975564524817,0.2149012763172256,0.21359223300970762,0.13592233009708785,0.01167230282535184
0,2011-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00061833359097232,0.00061833359097232,0.00030916679548616,0.0007729169887153999,0.0007729169887153999,0.0007729169887153999,0.0007729169887153999,0.00108208378420156,0.00200958417066006,0.00123666718194464,0.0017004173751738998,0.00726541969392488,0.00448291853454936,0.01638584016076678,0.02968001236667166,0.06554336064306716,0.11377338073890905,0.12675838614932688,0.19539341474725685,0.2971092904622028,0.1313958880816205,0.00154583397743082
0,2011-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024559464603669996,0.00024559464603669996,0.00042979063056424,0.00042979063056424,0.00049118929207342,0.00018419598452752,0.00024559464603669996,0.00024559464603669996,0.0005525879535826,0.0009209799226376801,0.00552587953582612,0.007060846073555541,0.0323570946153375,0.049118929207342996,0.07822189476269445,0.12666543869343694,0.16903051513476916,0.24516485540615301,0.2366918401178842,0.04611039479339366,6.139866150916e-05
0,2011-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019517907680295998,0.00039035815360591997,0.00029276861520444,0.0016590221528252,0.02078657167951602,0.050746559968771074,0.05523567873523978,0.10442080608958756,0.2231872743241913,0.24953644969259386,0.24143651800526858,0.0521128135063923,0.0
0,2011-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070194384449244005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00053995680345572,0.0014398848092152601,0.0008999280057595401,0.00395968322534194,0.01835853131749466,0.045356371490280524,0.07271418286537104,0.1384089272858176,0.18880489560835031,0.22192224622030315,0.25737940964722683,0.04319654427645804,0.0
0,2011-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045045045045045,0.00112612612612612,0.00056306306306306,0.00056306306306306,0.0,0.00112612612612612,0.0,0.00168918918918918,0.00506756756756756,0.006756756756756741,0.009009009009009,0.01970720720720718,0.00337837837837838,0.007882882882882861,0.008445945945945919,0.008445945945945919,0.009572072072072061,0.0061936936936937,0.00450450450450448,0.0061936936936937,0.0061936936936937,0.00675675675675672,0.00844594594594596,0.00900900900900896,0.00844594594594596,0.00675675675675672,0.00675675675675678,0.00563063063063064,0.00675675675675672,0.02477477477477486,0.0478603603603601,0.05405405405405424,0.08896396396396428,0.10641891891891835,0.2066441441441449,0.22072072072071952,0.08108108108108136,0.0
